0.000000	0.000000
0.062832	0.067771
0.125664	0.133901
0.188496	0.198302
0.251327	0.260887
0.314159	0.321568
0.376991	0.380256
0.439823	0.436865
0.502655	0.491305
0.565487	0.543491
0.628319	0.593332
0.691150	0.640742
0.753982	0.685634
0.816814	0.727918
0.879646	0.767507
0.942478	0.804313
1.005310	0.838249
1.068142	0.869226
1.130974	0.897157
1.193805	0.921954
1.256637	0.943529
1.319469	0.961794
1.382301	0.976662
1.445133	0.988044
1.507965	0.995852
1.570797	1.000000
1.633629	1.000399
1.696460	0.996960
1.759292	0.989597
1.822124	0.978221
1.884956	0.962745
1.947788	0.943081
2.010620	0.919140
2.073452	0.890835
2.136284	0.858079
2.199116	0.820783
2.261947	0.778860
2.324779	0.732221
2.387611	0.685633
2.450443	0.640742
2.513275	0.593332
2.576107	0.543490
2.638939	0.491305
2.701771	0.436864
2.764602	0.380255
2.827434	0.321567
2.890266	0.260886
2.953098	0.198301
3.015930	0.133900
3.078762	0.067770
3.141594	-0.000001
3.204426	-0.062057
3.267257	-0.123901
3.330089	-0.185321
3.392921	-0.246105
3.455753	-0.306040
3.518585	-0.364915
3.581417	-0.422517
3.644249	-0.478635
3.707081	-0.533056
3.769912	-0.585569
3.832744	-0.635961
3.895576	-0.684019
3.958408	-0.729533
4.021240	-0.772290
4.084072	-0.812078
4.146904	-0.848685
4.209735	-0.881898
4.272567	-0.911506
4.335399	-0.937297
4.398231	-0.959059
4.461063	-0.976578
4.523895	-0.989644
4.586727	-0.998045
4.649559	-1.001567
4.712390	-1.000000
4.775222	-1.000399
4.838054	-0.996960
4.900886	-0.989597
4.963718	-0.978221
5.026550	-0.962745
5.089382	-0.943080
5.152214	-0.919140
5.215045	-0.890835
5.277877	-0.858079
5.340709	-0.820783
5.403541	-0.778859
5.466373	-0.732220
5.529205	-0.685632
5.592037	-0.640741
5.654869	-0.593331
5.717700	-0.543489
5.780532	-0.491304
5.843364	-0.436863
5.906196	-0.380254
5.969028	-0.321566
6.031860	-0.260885
6.094692	-0.198300
6.157524	-0.133899
6.220356	-0.067768
